Name	Description	Coverage%	Identity%	Target	Target_Total_Name
vB_VpP_AC2_21	virion structural protein	98.8	100.0	ON864052_00025	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	98.8	OK585158_00011	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	ON080941_00019	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MW331544_00030	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	LR794124_00031	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MT501516_00029	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	FJ896200_00031	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MN974282_00028	MN974282 Vibrio phage OWB, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MK474470_00028	MK474470 UNVERIFIED: Vibrio phage vB_VpaS_OWB, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	ON457557_00029	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	ON457556_00024	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	ON457555_00030	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	ON457554_00029	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MW250641_00020	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MT178448_00029	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	97.5	MF754111_00005	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	OK349506_00029	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	OK585160_00011	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	OK585159_00011	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	OP117450_00008	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	ON872379_00019	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	ON080940_00020	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	OM362522_00021	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_21	virion structural protein	98.8	96.3	MZ592921_00017	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	ON457557_00030	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	ON457556_00025	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	ON457555_00031	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	ON457554_00030	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	MN974282_00029	MN974282 Vibrio phage OWB, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	94.1	MK474470_00029	MK474470 UNVERIFIED: Vibrio phage vB_VpaS_OWB, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OK585160_00010	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OK585159_00010	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OK585158_00010	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	ON080941_00018	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OK349506_00030	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	MW331544_00031	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	LR794124_00032	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	MT501516_00030	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	FJ896200_00032	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OP117450_00007	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	ON872379_00018	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	ON080940_00021	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OM362522_00020	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	OM799543_00030	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_22	head-tail adaptor	91.9	91.2	MZ592921_00018	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	100.0	ON864052_00021	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	100.0	ON864052_00025	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	98.8	OK585158_00011	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	ON080941_00019	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MW331544_00030	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	LR794124_00031	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MT501516_00029	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	FJ896200_00031	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MN974282_00028	MN974282 Vibrio phage OWB, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MK474470_00028	MK474470 UNVERIFIED: Vibrio phage vB_VpaS_OWB, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	ON457557_00029	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	ON457556_00024	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	ON457555_00030	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	ON457554_00029	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MW250641_00020	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MT178448_00029	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	97.5	MF754111_00005	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	OK349506_00029	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	OK585160_00011	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	OK585159_00011	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	OP117450_00008	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	ON872379_00019	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	ON080940_00020	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	OM362522_00021	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_25	virion structural protein	98.8	96.3	MZ592921_00017	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	ON457557_00030	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	ON457556_00025	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	ON457555_00031	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	ON457554_00030	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	MN974282_00029	MN974282 Vibrio phage OWB, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	94.1	MK474470_00029	MK474470 UNVERIFIED: Vibrio phage vB_VpaS_OWB, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OK585160_00010	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OK585159_00010	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OK585158_00010	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	ON080941_00018	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OK349506_00030	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	MW331544_00031	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	LR794124_00032	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	MT501516_00030	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	FJ896200_00032	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OP117450_00007	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	ON872379_00018	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	ON080940_00021	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OM362522_00020	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	OM799543_00030	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_26	head-tail adaptor	91.9	91.2	MZ592921_00018	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	100.0	ON864052_00028	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.8	OK585160_00010	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.8	OK585159_00010	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.8	OK585158_00010	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.8	MT501516_00030	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.8	MF754111_00006	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	ON080941_00018	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	OM799543_00030	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	OK349506_00030	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	MW331544_00031	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	LR794124_00032	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.6	FJ896200_00032	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.3	OP117450_00007	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.3	ON872379_00018	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.3	ON080940_00021	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.3	MW250641_00019	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.3	MF754112_00042	MF754112 Vibrio phage vB_VpaP_KF2, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.1	MT178448_00030	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.1	MZ592921_00018	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	98.9	ON457556_00025	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	98.9	ON457555_00031	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	98.9	ON457554_00030	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	98.9	MZ516827_00022	MZ516827 Vibrio phage vB_VpP_DE10, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	99.1	OM362522_00020	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_28	head-tail adaptor	99.8	98.7	MZ020222_00015	MZ020222 Vibrio phage BUCT233, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	100.0	ON864052_00029	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	100.0	ON080941_00017	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	99.6	OK349506_00031	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.2	OK585158_00009	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.2	MW331544_00032	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.2	LR794124_00033	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_29	head scaffolding protein	99.6	99.3	MT501516_00031	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	99.3	FJ896200_00033	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.9	OK585159_00009	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	OP117450_00006	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	ON872379_00017	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	OM362522_00019	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	OM799543_00031	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	97.4	MZ592921_00019	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	MF754112_00043	MF754112 Vibrio phage vB_VpaP_KF2, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	MF754111_00007	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	98.5	MZ516827_00023	MZ516827 Vibrio phage vB_VpP_DE10, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	97.8	OK585160_00009	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	97.0	MZ020222_00014	MZ020222 Vibrio phage BUCT233, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	97.0	MW250641_00018	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	96.3	MZ182247_00022	MZ182247 Vibrio phage vB_VpP_DE18, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	97.0	ON080940_00022	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	95.9	MT178448_00031	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	83.7	ON457557_00032	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_29	head scaffolding protein	99.6	83.7	ON457556_00026	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_30	major head protein	99.7	100.0	ON864052_00030	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.7	MW331544_00033	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.7	LR794124_00034	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_30	major head protein	99.7	99.7	MT501516_00032	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.7	FJ896200_00034	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.4	OK585160_00008	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.4	OK585159_00008	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.4	ON080940_00023	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.4	OK349506_00032	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	99.1	MZ516827_00024	MZ516827 Vibrio phage vB_VpP_DE10, complete genome.
vB_VpP_AC2_30	major head protein	99.7	98.8	OK585158_00008	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.9	OM799543_00032	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.9	MF754111_00008	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	OP117450_00005	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	OM362522_00018	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	MZ592921_00020	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	ON872379_00016	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	MZ182247_00023	MZ182247 Vibrio phage vB_VpP_DE18, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	MZ020222_00013	MZ020222 Vibrio phage BUCT233, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	MT178448_00032	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_30	major head protein	99.4	97.9	MF754112_00044	MF754112 Vibrio phage vB_VpaP_KF2, complete genome.
vB_VpP_AC2_30	major head protein	99.7	97.6	ON080941_00016	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_30	major head protein	99.4	97.3	MW250641_00017	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_30	major head protein	99.4	96.7	ON457557_00033	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_30	major head protein	99.4	96.7	ON457556_00027	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_32	tail protein	99.5	100.0	ON864052_00032	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_32	tail protein	99.5	100.0	OK349506_00034	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	100.0	MZ516827_00026	MZ516827 Vibrio phage vB_VpP_DE10, complete genome.
vB_VpP_AC2_32	tail protein	99.5	100.0	MW331544_00035	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_32	tail protein	99.5	100.0	LR794124_00036	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_32	tail protein	99.5	100.0	MT501516_00034	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	99.5	MF754111_00010	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	99.5	OK585158_00006	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	99.5	ON080941_00014	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_32	tail protein	99.5	99.5	OM799543_00034	OM799543 Vibrio phage OY1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	99.5	FJ896200_00036	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_32	tail protein	99.5	98.9	MF754112_00046	MF754112 Vibrio phage vB_VpaP_KF2, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.8	ON080940_00025	ON080940 Vibrio phage H256D1, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.8	MZ592921_00022	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.3	OK585160_00006	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.3	OK585159_00006	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.3	OP117450_00003	OP117450 UNVERIFIED_ORG: Vibrio phage SSJ01, complete genome.
vB_VpP_AC2_32	tail protein	99.5	97.3	MW250641_00015	MW250641 Vibrio phage vB_VpP_DE17, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.8	MT178448_00034	MT178448 Vibrio phage vB_VpP_FE11, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	ON872379_00014	ON872379 Vibrio phage vB_VpaP_1701, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	OM362522_00016	OM362522 Vibrio phage vB_VpaP_GHSM17, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	MZ182247_00025	MZ182247 Vibrio phage vB_VpP_DE18, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	MZ020222_00011	MZ020222 Vibrio phage BUCT233, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	ON457557_00035	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_32	tail protein	99.5	96.2	ON457556_00029	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	100.0	ON864052_00033	ON864052 Vibrio phage vB_VpP_AC2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	99.0	MZ516827_00027	MZ516827 Vibrio phage vB_VpP_DE10, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.8	MT501516_00035	MT501516 Vibrio phage vB_VpaP_MGD1, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.8	FJ896200_00037	FJ896200 Vibrio phage VP93, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.8	MF754112_00047	MF754112 Vibrio phage vB_VpaP_KF2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.7	MW331544_00036	MW331544 Vibrio phage vB_Vc_SrVc2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.7	LR794124_00037	LR794124 Vibrio phage vB_Vc_SrVc9 genome assembly, chromosome: 1.
vB_VpP_AC2_33	tail protein	99.9	98.5	ON080941_00013	ON080941 Vibrio phage F23s2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.2	OK585160_00005	OK585160 Vibrio phage vB_VpP_HA7, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.2	OK585159_00005	OK585159 Vibrio phage vB_VpP_HA5, complete genome.
vB_VpP_AC2_33	tail protein	99.9	96.8	OK585158_00005	OK585158 Vibrio phage vB_VpP_HA1, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.3	OK349506_00035	OK349506 Vibrio phage vB_VpaP_AL-1, complete genome.
vB_VpP_AC2_33	tail protein	99.9	98.3	MF754111_00011	MF754111 Vibrio phage vB_VpaP_KF1, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.2	MN974282_00034	MN974282 Vibrio phage OWB, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.2	MK474470_00034	MK474470 UNVERIFIED: Vibrio phage vB_VpaS_OWB, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.1	ON457555_00036	ON457555 Vibrio phage vB_VpaP_M9, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.1	ON457554_00036	ON457554 Vibrio phage vB_VpaP_M83, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.1	ON457557_00036	ON457557 Vibrio phage vB_VpaP_M3, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.1	ON457556_00030	ON457556 Vibrio phage vB_VpaP_C2, complete genome.
vB_VpP_AC2_33	tail protein	99.9	94.6	MZ592921_00023	MZ592921 Vibrio phage vB_VpP_NS8, complete genome.
vB_VpP_AC2_33	tail protein	99.9	95.4	ON080940_00026	ON080940 Vibrio phage H256D1, complete genome.
