Name	Description	Coverage%	Identity%	Target	Target_Total_Name
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_38	tail assembly protein	99.6	77.5	KX198614_00053	KX198614 Vibrio phage vB_VhaS-tm, partial genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_38	tail assembly protein	99.6	76.4	MT795651_00051	MT795651 Vibrio phage vB_VnaS-AQKL99, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_39	tail assembly protein	99.8	100.0	MN175679_00040	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_39	tail assembly protein	99.8	99.3	MH925093_00039	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_39	tail assembly protein	99.8	93.4	MW423738_00003	MW423738 Vibrio phage PH669 Scaffold2 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_41	structural protein	99.6	100.0	MN175679_00042	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_41	structural protein	99.6	100.0	MH925093_00041	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_41	structural protein	99.3	94.1	MW423738_00001	MW423738 Vibrio phage PH669 Scaffold2 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_42	tail length tape measure protein	99.9	100.0	MN175679_00043	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_42	tail length tape measure protein	99.9	100.0	MH925093_00042	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_42	tail length tape measure protein	99.9	98.9	OK349507_00044	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_42	tail length tape measure protein	99.9	98.9	MN102376_00042	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_42	tail length tape measure protein	93.5	79.0	MT135025_00441	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	100.0	OK349507_00045	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	100.0	MN102376_00043	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	100.0	MN175679_00044	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	100.0	MH925093_00043	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	99.3	MW423737_00002	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_43	tail length tape measure protein	99.3	91.1	MT135025_00440	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	100.0	MN175679_00045	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	99.1	OK349507_00046	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	99.1	MW423737_00003	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	99.1	MN102376_00044	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	98.7	MH925093_00044	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_44	minor tail protein	99.7	85.4	MT135025_00439	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	99.3	100.0	OK349507_00047	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	99.3	100.0	MW423737_00004	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	99.3	100.0	MN175679_00046	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	99.3	100.0	MH925093_00045	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	99.3	98.6	MN102376_00045	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_45	tail terminator	98.6	72.5	MT135025_00438	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	99.3	100.0	MN175679_00047	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	99.3	97.8	OK349507_00048	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	99.3	97.8	MW423737_00005	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	99.3	97.8	MH925093_00046	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	99.3	97.1	MN102376_00046	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_46	tail completion or Neck1 protein	94.3	73.5	MT135025_00437	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	100.0	MN175679_00049	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	100.0	MH925093_00048	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	99.4	OK349507_00050	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	99.4	MW423737_00007	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	99.4	MN102376_00048	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_48	head-tail adaptor Ad1	99.4	82.9	MT135025_00435	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	100.0	MN175679_00052	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	100.0	MH925093_00051	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	98.0	OK349507_00053	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	98.0	MW423737_00010	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	98.0	MT135025_00432	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_51	major head protein	99.7	97.7	MN102376_00051	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	100.0	OK349507_00054	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	100.0	MN175679_00053	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	100.0	MH925093_00052	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	99.7	MW423737_00011	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	99.7	MT135025_00431	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_52	head scaffolding protein	99.7	99.7	MN102376_00052	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	100.0	OK349507_00055	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	100.0	MW423737_00012	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	100.0	MN175679_00054	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	100.0	MH925093_00053	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	99.7	MN102376_00053	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_53	head morphogenesis	99.7	99.7	MT135025_00430	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	100.0	MN175679_00055	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	100.0	MH925093_00054	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	99.8	MN102376_00054	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	99.6	MT135025_00429	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	99.4	OK349507_00056	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_54	portal protein	99.8	99.4	MW423737_00013	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	100.0	MN102376_00055	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	100.0	MN175679_00056	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	100.0	MH925093_00055	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	99.8	MW423737_00014	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	99.6	MT135025_00428	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	99.8	99.6	OK349507_00057	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	83.6	MW114771_00008	MW114771 Vibrio phage pVco-14, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	83.6	ON457559_00070	ON457559 Vibrio phage vB_VpaS_CHI, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	83.6	ON457558_00071	ON457558 Vibrio phage vB_VpaS_ALK, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	82.6	KX198614_00079	KX198614 Vibrio phage vB_VhaS-tm, partial genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	unannotated protein	97.5	70.6	OP331229_00068	OP331229 Vibrio phage 033B, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.5	70.6	MW451249_00036	MW451249 UNVERIFIED: Vibrio phage GH32, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	70.7	MG592667_00026	MG592667 Vibrio phage 2.117.O._10N.261.45.E9, partial genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	70.7	MG592577_00021	MG592577 Vibrio phage 1.207.B._10N.222.51.C2, partial genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	97.7	70.7	MG592491_00026	MG592491 Vibrio phage 1.117.O._10N.261.45.E9, partial genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_55	terminase large subunit	98.1	70.2	MT345684_00022	MT345684 Alteromonas phage vB_AcoS-R7M, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	100.0	OK349507_00060	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	100.0	MN175679_00059	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	100.0	MH925093_00058	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	99.1	MW423737_00017	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	98.2	MN102376_00058	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_58	holin	99.1	94.5	MT135025_00426	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	99.4	100.0	MN175679_00060	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	99.4	100.0	MH925093_00059	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	99.4	98.8	MW423737_00018	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	99.4	98.8	MN102376_00059	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	99.4	98.2	OK349507_00061	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_59	amidase	88.4	98.6	MT135025_00425	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	100.0	OK349507_00062	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	100.0	MW423737_00019	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	100.0	MN102376_00060	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	100.0	MN175679_00061	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	100.0	MH925093_00060	MH925093 UNVERIFIED: Vibrio phage VspDsh_1, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_60	terminase small subunit	99.4	93.3	MT135025_00424	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_62	ATP-dependent DNA ligase	99.7	100.0	MW423737_00021	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_62	ATP-dependent DNA ligase	99.7	100.0	MN175679_00063	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_62	ATP-dependent DNA ligase	99.7	98.9	MN102376_00062	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_62	ATP-dependent DNA ligase	99.7	98.6	OK349507_00064	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_62	ATP-dependent DNA ligase	99.7	95.5	MT135025_00422	MT135025 Vibrio phage V07, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_64	RusA-like Holliday junction resolvase	99.3	100.0	OK349507_00066	OK349507 Vibrio phage vB_VpaS_AL-2, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_64	RusA-like Holliday junction resolvase	99.3	100.0	MW423737_00023	MW423737 Vibrio phage PH669 Scaffold1 genomic sequence, sequence.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_64	RusA-like Holliday junction resolvase	99.3	100.0	MN102376_00064	MN102376 Vibrio phage vB_VpS_CA8, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_64	RusA-like Holliday junction resolvase	99.3	100.0	MN175679_00065	MN175679 Vibrio phage vB_VpS_BA3, complete genome.
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_64	RusA-like Holliday junction resolvase	99.3	96.5	MT135025_00420	MT135025 Vibrio phage V07, complete genome.
