"qseqid"	"sseqid"	"qlen"	"slen"	"q_nident"	"q_aligned"	"s_nident"	"qs_nident"	"qs_len"	"interg_sim"	"fract_qslen"	"q_fract_aligned"	"s_fract_aligned"
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43290	43397	39452	43028	39349	78801	86687	90.903	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43290	43210	40800	42829	40598	81398	86500	94.102	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43290	43210	40799	42829	40597	81396	86500	94.099	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43290	43264	38647	42983	38436	77083	86554	89.058	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MN974282_Vibrio_phage_OWB"	43290	43264	38647	42983	38436	77083	86554	89.058	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43290	43264	38647	42983	38436	77083	86554	89.058	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON080941_Vibrio_phage_F23s2"	43290	43386	41000	43030	40969	81969	86676	94.569	1	0.99	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43290	43157	40409	42348	40192	80601	86447	93.237	1	0.98	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43290	43156	40404	42348	40187	80591	86446	93.227	1	0.98	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43290	43228	39960	42846	39835	79795	86518	92.229	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OQ302138_Vibrio_phage_VP9"	43290	43486	39239	42275	39231	78470	86776	90.428	1	0.98	0.96
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OP117450_Vibrio_phage_SSJ01"	43290	43332	39792	42527	39720	79512	86622	91.792	1	0.98	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43290	42987	40900	42900	40701	81601	86277	94.58	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43290	43571	40554	42879	40341	80895	86861	93.132	1	0.99	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43290	43571	40554	42879	40341	80895	86861	93.132	1	0.99	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"vB_VpP_AC2"	43290	44270	41198	43209	42057	83255	87560	95.083	1	1	1
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43290	44270	41198	43209	42057	83255	87560	95.083	1	1	1
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OR726634_Vibrio_phage_VP17802"	43290	42896	41265	43151	41104	82369	86186	95.571	1	1	1.01
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OM799543_Vibrio_phage_OY1"	43290	43479	40482	42979	40338	80820	86769	93.144	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43290	43901	38638	43548	39053	77691	87191	89.104	1	1.01	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43290	43268	38351	42752	38311	76662	86558	88.567	1	0.99	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43290	43494	38526	43031	38435	76961	86784	88.681	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43290	43446	38525	42980	38404	76929	86736	88.693	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43394	43394	43394	43394	43394	86788	86788	100	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43394	43397	40746	43497	40713	81459	86791	93.857	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43394	43338	39908	43294	39924	79832	86732	92.044	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MZ020222_Vibrio_phage_BUCT233"	43394	43245	40038	42840	39994	80032	86639	92.374	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43394	43975	39724	42675	40641	80365	87369	91.983	1	0.98	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OQ999171_Vibrio_phage_VPy02"	43394	43465	39998	43397	40013	80011	86859	92.116	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43394	43290	39394	42701	39485	78879	86684	90.996	1	0.98	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43394	42854	38397	42156	38420	76817	86248	89.065	1	0.97	0.98
"MW250641_Vibrio_phage_vB_VpP_DE17"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43394	43264	38451	42920	38356	76807	86658	88.632	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MN974282_Vibrio_phage_OWB"	43394	43264	38451	42920	38356	76807	86658	88.632	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43394	43264	38451	42920	38356	76807	86658	88.632	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43394	43210	39971	43206	39906	79877	86604	92.232	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43394	43210	39970	43206	39905	79875	86604	92.23	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43394	43228	40437	43260	40420	80857	86622	93.345	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON080941_Vibrio_phage_F23s2"	43394	43386	38785	42367	38847	77632	86780	89.458	1	0.98	0.98
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43394	43157	38844	42106	38745	77589	86551	89.645	1	0.97	0.98
"MW250641_Vibrio_phage_vB_VpP_DE17"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43394	43156	38837	42106	38738	77575	86550	89.63	1	0.97	0.98
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OQ302138_Vibrio_phage_VP9"	43394	43486	39917	42784	40015	79932	86880	92.003	1	0.99	0.98
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OP117450_Vibrio_phage_SSJ01"	43394	43332	39767	42784	39857	79624	86726	91.811	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43394	43571	40411	43252	40296	80707	86965	92.804	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43394	43571	40411	43252	40296	80707	86965	92.804	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OM799543_Vibrio_phage_OY1"	43394	43479	40423	43336	40406	80829	86873	93.043	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43394	42987	39331	42828	39230	78561	86381	90.947	1	0.99	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"OR726634_Vibrio_phage_VP17802"	43394	42896	39525	42757	39485	79010	86290	91.563	1	0.99	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43394	43268	38663	43110	38700	77363	86662	89.27	1	0.99	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"vB_VpP_AC2"	43394	44270	39196	42676	40222	79418	87664	90.594	1	0.98	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43394	44270	39196	42676	40222	79418	87664	90.594	1	0.98	0.99
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43394	43901	38878	43935	39414	78292	87295	89.687	1	1.01	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43394	43446	38845	43341	38822	77667	86840	89.437	1	1	1
"MW250641_Vibrio_phage_vB_VpP_DE17"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43394	43494	38842	43385	38870	77712	86888	89.439	1	1	1
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43157	43157	43157	43157	43157	86314	86314	100	1	1	1
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43157	43156	43152	43157	43152	86304	86313	99.99	1	1	1
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43157	42854	41346	42801	41479	82825	86011	96.296	1	0.99	1
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON080941_Vibrio_phage_F23s2"	43157	43386	40696	42824	40895	81591	86543	94.278	1	0.99	0.99
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OQ999171_Vibrio_phage_VPy02"	43157	43465	40109	42164	40212	80321	86622	92.726	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43157	43290	40192	42302	40409	80601	86447	93.237	1	0.98	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43157	43338	39630	42246	39699	79329	86495	91.715	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43157	43975	39680	42661	40627	80307	87132	92.167	1	0.99	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MZ020222_Vibrio_phage_BUCT233"	43157	43245	39084	42209	39072	78156	86402	90.456	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43157	43394	38745	42188	38844	77589	86551	89.645	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43157	43397	38490	42177	38599	77089	86554	89.065	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43157	43264	38312	41925	38306	76618	86421	88.657	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MN974282_Vibrio_phage_OWB"	43157	43264	38312	41925	38306	76618	86421	88.657	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43157	43264	38312	41925	38306	76618	86421	88.657	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43157	42987	39683	42081	39683	79366	86144	92.132	1	0.98	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43157	43210	39572	42065	39572	79144	86367	91.637	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43157	43210	39571	42065	39571	79142	86367	91.635	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43157	43571	39581	42060	39581	79162	86728	91.276	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43157	43571	39581	42060	39581	79162	86728	91.276	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OM799543_Vibrio_phage_OY1"	43157	43479	39679	42361	39755	79434	86636	91.687	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"vB_VpP_AC2"	43157	44270	39886	42531	40964	80850	87427	92.477	1	0.99	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43157	44270	39886	42531	40964	80850	87427	92.477	1	0.99	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OR726634_Vibrio_phage_VP17802"	43157	42896	39673	42119	39728	79401	86053	92.27	1	0.98	0.98
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43157	43268	38412	42155	38488	76900	86425	88.979	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43157	43446	38477	42184	38548	77025	86603	88.94	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OQ302138_Vibrio_phage_VP9"	43157	43486	38518	41782	38708	77226	86643	89.131	1	0.97	0.96
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43157	43228	38962	42067	39030	77992	86385	90.284	1	0.97	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43157	43901	38577	42734	39220	77797	87058	89.362	1	0.99	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43157	43494	38474	42230	38576	77050	86651	88.92	1	0.98	0.97
"MW331544_Vibrio_phage_vB_Vc_SrVc2"	"OP117450_Vibrio_phage_SSJ01"	43157	43332	38826	41877	38953	77779	86489	89.929	1	0.97	0.96
"MZ020222_Vibrio_phage_BUCT233"	"MZ020222_Vibrio_phage_BUCT233"	43245	43245	43245	43245	43245	86490	86490	100	1	1	1
"MZ020222_Vibrio_phage_BUCT233"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43245	43975	40067	42132	40903	80970	87220	92.834	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43245	43394	39994	42760	40038	80032	86639	92.374	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43245	43290	39440	42094	39576	79016	86535	91.311	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43245	43338	40018	42775	40128	80146	86583	92.566	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43245	43397	39916	42886	40050	79966	86642	92.295	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"OQ999171_Vibrio_phage_VPy02"	43245	43465	39950	42891	40064	80014	86710	92.278	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43245	42854	38739	42293	38881	77620	86099	90.152	1	0.98	0.99
"MZ020222_Vibrio_phage_BUCT233"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43245	43210	39811	42549	39811	79622	86455	92.096	1	0.98	0.99
"MZ020222_Vibrio_phage_BUCT233"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43245	43210	39810	42549	39810	79620	86455	92.094	1	0.98	0.99
"MZ020222_Vibrio_phage_BUCT233"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43245	43264	37829	42398	37829	75658	86509	87.457	1	0.98	0.98
"MZ020222_Vibrio_phage_BUCT233"	"MN974282_Vibrio_phage_OWB"	43245	43264	37829	42398	37829	75658	86509	87.457	1	0.98	0.98
"MZ020222_Vibrio_phage_BUCT233"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43245	43264	37829	42398	37829	75658	86509	87.457	1	0.98	0.98
"MZ020222_Vibrio_phage_BUCT233"	"OQ302138_Vibrio_phage_VP9"	43245	43486	40990	42847	41208	82198	86731	94.773	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43245	43228	40385	42747	40458	80843	86473	93.489	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"ON080941_Vibrio_phage_F23s2"	43245	43386	38991	42023	39095	78086	86631	90.136	1	0.97	0.97
"MZ020222_Vibrio_phage_BUCT233"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43245	43157	39072	42099	39084	78156	86402	90.456	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43245	43156	39067	42099	39079	78146	86401	90.446	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"OP117450_Vibrio_phage_SSJ01"	43245	43332	41086	43004	41212	82298	86577	95.058	1	0.99	1
"MZ020222_Vibrio_phage_BUCT233"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43245	43571	40373	42731	40386	80759	86816	93.023	1	0.99	0.98
"MZ020222_Vibrio_phage_BUCT233"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43245	43571	40373	42731	40386	80759	86816	93.023	1	0.99	0.98
"MZ020222_Vibrio_phage_BUCT233"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43245	42987	39169	42086	39169	78338	86232	90.846	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"OR726634_Vibrio_phage_VP17802"	43245	42896	39520	42132	39586	79106	86141	91.833	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"OM799543_Vibrio_phage_OY1"	43245	43479	40472	42872	40540	81012	86724	93.414	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"vB_VpP_AC2"	43245	44270	39003	42131	40079	79082	87515	90.364	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43245	44270	39003	42131	40079	79082	87515	90.364	1	0.97	0.98
"MZ020222_Vibrio_phage_BUCT233"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43245	43901	38105	43366	38746	76851	87146	88.186	1	1	0.99
"MZ020222_Vibrio_phage_BUCT233"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43245	43268	38021	42748	38097	76118	86513	87.984	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43245	43494	38122	42873	38263	76385	86739	88.063	1	0.99	0.99
"MZ020222_Vibrio_phage_BUCT233"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43245	43446	38135	42846	38224	76359	86691	88.082	1	0.99	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43571	43571	43571	43571	43571	87142	87142	100	1	1	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43571	43571	43571	43571	43571	87142	87142	100	1	1	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43571	42987	40381	42980	40381	80762	86558	93.304	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON080941_Vibrio_phage_F23s2"	43571	43386	39916	42643	40087	80003	86957	92.003	1	0.98	0.98
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43571	43975	40490	43184	41427	81917	87546	93.57	1	0.99	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43571	43290	40341	42884	40554	80895	86861	93.132	1	0.98	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MZ020222_Vibrio_phage_BUCT233"	43571	43245	40386	42866	40373	80759	86816	93.023	1	0.98	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OQ999171_Vibrio_phage_VPy02"	43571	43465	40908	43347	41029	81937	87036	94.142	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43571	43210	40795	43249	40795	81590	86781	94.018	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43571	43210	40794	43249	40794	81588	86781	94.016	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43571	43338	40721	43397	40827	81548	86909	93.831	1	1	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43571	43394	40296	43357	40411	80707	86965	92.804	1	1	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43571	43397	40273	43332	40373	80646	86968	92.731	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43571	42854	39234	42266	39376	78610	86425	90.957	1	0.97	0.98
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43571	43157	39581	42057	39581	79162	86728	91.276	1	0.97	0.97
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43571	43156	39576	42057	39576	79152	86727	91.266	1	0.97	0.97
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43571	43264	38691	43067	38685	77376	86835	89.107	1	0.99	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MN974282_Vibrio_phage_OWB"	43571	43264	38691	43067	38685	77376	86835	89.107	1	0.99	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43571	43264	38691	43067	38685	77376	86835	89.107	1	0.99	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OQ302138_Vibrio_phage_VP9"	43571	43486	39980	42590	40186	80166	87057	92.084	1	0.98	0.98
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43571	43228	40985	43325	41053	82038	86799	94.515	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OP117450_Vibrio_phage_SSJ01"	43571	43332	40248	42709	40375	80623	86903	92.774	1	0.98	0.98
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OM799543_Vibrio_phage_OY1"	43571	43479	40828	43304	40901	81729	87050	93.887	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"vB_VpP_AC2"	43571	44270	39906	42704	40977	80883	87841	92.079	1	0.98	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43571	44270	39906	42704	40977	80883	87841	92.079	1	0.98	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43571	43268	38903	43326	38979	77882	86839	89.686	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"OR726634_Vibrio_phage_VP17802"	43571	42896	40438	42705	40493	80931	86467	93.598	1	0.98	0.99
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43571	43446	38887	43345	38975	77862	87017	89.479	1	0.99	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43571	43901	38952	43920	39607	78559	87472	89.81	1	1.01	1
"NC_048036_Vibrio_phage_vB_VpaP_KF2"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43571	43494	38884	43389	39025	77909	87065	89.484	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MN974282_Vibrio_phage_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"OQ999171_Vibrio_phage_VPy02"	43264	43465	38922	43183	39046	77968	86729	89.898	1	1	0.99
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43264	43338	38773	43157	38860	77633	86602	89.643	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43264	42854	38353	41963	38483	76836	86118	89.222	1	0.97	0.98
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43264	43394	38356	42964	38451	76807	86658	88.632	1	0.99	0.99
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43264	43397	38131	42973	38208	76339	86661	88.089	1	0.99	0.99
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43264	43290	38436	42871	38647	77083	86554	89.058	1	0.99	0.99
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43264	43975	38153	42918	39040	77193	87239	88.485	1	0.99	0.99
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MZ020222_Vibrio_phage_BUCT233"	43264	43245	37829	42570	37829	75658	86509	87.457	1	0.98	0.98
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43264	43210	38772	43057	38778	77550	86474	89.68	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43264	43210	38771	43057	38777	77548	86474	89.678	1	1	1
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"ON080941_Vibrio_phage_F23s2"	43264	43386	38220	42129	38385	76605	86650	88.407	1	0.97	0.97
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43264	43157	38306	41902	38312	76618	86421	88.657	1	0.97	0.97
"NC_048167_Vibrio_phage_vB_VpaS_OWB"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43264	43156	38301	41902	38307	76608	86420	88.646	1	0.97	0.97
