Accession	identity%	coverage%
MH825697 Mycobacterium phage Bangla1971, complete genome.	81.5	0.1
ON551388 Mycolicibacterium phage Kashi_SSH1, complete genome.	81.5	0.1
KF024734 Mycobacterium phage Shrimp, complete genome.	81.5	0.1
KX369583 Mycobacterium phage Littleton, complete genome.	81.5	0.1
JF704116 Mycobacterium phage Drazdys, complete genome.	81.5	0.1
MH744422 Mycobacterium phage Roots515, complete genome.	81.5	0.1
NC_054715 Mycobacterium phage Bigswole, complete genome.	81.5	0.1
MF919495 Mycobacterium phage Bigswole, complete genome.	81.5	0.1
KT365398 Mycobacterium phage DTDevon, complete genome.	81.5	0.1
MW883059 Escherichia phage vB_EcoM_SYGD1, complete genome.	85.4	0.1
ON529858 Brevundimonas phage vB_BgoS-Bajun, complete genome.	79.2	0.1
MK962637 Achromobacter phage vB_AxyS_19-32_Axy20, complete genome.	65.3	0.5
NC_053508 Mycobacterium phage GuuelaD, complete genome.	86.4	0.1
MF324910 Mycobacterium phage GuuelaD, complete genome.	86.4	0.1
MT684598 Streptomyces phage Faust, complete genome.	82.6	0.1
JN797798 Bacillus phage BCU4, complete genome.	86.4	0.1
NC_047735 Bacillus phage BCU4, complete genome.	86.4	0.1
MN013089 Bacillus phage vB_BspM_MarvelLand, complete genome.	86.4	0.1
NC_053012 Serratia phage JS26, complete genome.	68.0	0.3
MN505213 Serratia phage JS26, complete genome.	68.0	0.3
KX987999 Bacillus phage BCP12, complete genome.	85.7	0.1
NC_018860 Bacillus phage BCP78, complete genome.	85.7	0.1
JN797797 Bacillus phage BCP78, complete genome.	85.7	0.1
OX335406 Klebsiella phage cp20 genome assembly, chromosome: 1.	86.2	0.1
MG893203 Vibrio phage VP06, complete genome.	76.8	0.2
ON004963 Klebsiella phage GADU21, partial genome.	86.2	0.1
OP764672 Klebsiella phage VB_KpP_HS106, complete genome.	86.2	0.1
NC_055919 Klebsiella phage vB_KpnP_P184, complete genome.	86.2	0.1
MW495044 Klebsiella phage vB_KpnP_P184, complete genome.	86.2	0.1
OP413827 Klebsiella phage pKP-BM327-1.2, complete genome.	86.2	0.1
LR743530 Xanthomonas phage Suba genome assembly, chromosome: 1.	69.0	0.3
NC_048687 Pseudomonas phage PMBT14, complete genome.	78.7	0.1
MG596800 Pseudomonas phage PMBT14, complete genome.	78.7	0.1
OK040794 Arthrobacter phage Atuin, complete genome.	85.0	0.1
OM632672 UNVERIFIED_ORG: Escherichia phage BEU51, complete genome.	80.5	0.1
OM632669 UNVERIFIED_ORG: Escherichia phage BEU42, complete genome.	80.5	0.1
MK931297 Escherichia phage vB_EcoP_3HA13, complete genome.	80.5	0.1
EF056009 Escherichia phage N4, complete genome.	80.5	0.1
NC_008720 Enterobacteria phage N4, complete genome.	80.5	0.1
MH992123 UNVERIFIED: Escherichia phage OLB145, complete genome.	80.5	0.1
OM632666 UNVERIFIED_ORG: Escherichia phage BEU14, complete genome.	80.5	0.1
OM632664 UNVERIFIED_ORG: Escherichia phage BEU5, complete genome.	80.5	0.1
OM632665 UNVERIFIED_ORG: Escherichia phage BEU13, complete genome.	80.5	0.1
OW991345 Escherichia phage vB_Eco_AL25 genome assembly, chromosome: 1.	80.5	0.1
OV049961 Escherichia phage vB_Eco_SPSP genome assembly, chromosome: 1.	80.5	0.1
LR999871 Escherichia phage vB_Eco_Jura genome assembly, chromosome: 1.	80.5	0.1
ON528738 UNVERIFIED: Shigella phage ESh28, complete genome.	83.8	0.1
OP856590 Escherichia phage Ec_MI-02, complete genome.	83.8	0.1
NC_054904 Enterobacteria phage vB_EcoM_IME340, complete genome.	83.8	0.1
MH051916 Enterobacteria phage vB_EcoM_IME340, complete genome.	83.8	0.1
OM135583 Escherichia phage EP01, complete genome.	83.8	0.1
OP172784 Escherichia phage ECO07P1, complete genome.	83.8	0.1
MT932213 Escherichia phage VEc74, complete genome.	83.8	0.1
MZ189262 Escherichia phage W143, complete genome.	83.8	0.1
OL960581 Escherichia phage vB_EcoM_SA20RB, complete genome.	83.8	0.1
MZ417521 Escherichia phage 132, complete genome.	83.8	0.1
NC_055723 Yersinia phage fPS-90 genome assembly, chromosome: I.	83.8	0.1
LR215723 Yersinia phage fPS-90 genome assembly, chromosome: I.	83.8	0.1
MW749000 Hafnia phage vB_HpaM_IsaacDaniel, complete genome.	83.8	0.1
OL770073 Escherichia phage vB_EcoM-RPN226, complete genome.	83.8	0.1
KF208315 Yersinia phage PST, complete genome.	83.8	0.1
NC_027404 Yersinia phage PST, complete genome.	83.8	0.1
NC_054930 Escherichia phage PP01 DNA, complete sequence.	83.8	0.1
LC348379 Escherichia phage PP01 DNA, complete sequence.	83.8	0.1
ON229909 Escherichia phage vB_EcoM_CE1, complete genome.	83.8	0.1
KJ668714 Escherichia phage e11/2, complete genome.	83.8	0.1
NC_024125 Escherichia phage e11/2, complete genome.	83.8	0.1
NC_054921 Escherichia phage vB_EcoM_IME537, complete genome.	83.8	0.1
MT179807 Escherichia phage vB_EcoM_IME537, complete genome.	83.8	0.1
KX130862 Shigella phage SHFML-26, complete genome.	83.8	0.1
NC_031011 Shigella phage SHFML-26, complete genome.	83.8	0.1
ON720975 Salmonella phage GRNsp7, complete genome.	83.8	0.1
OL362041 Escherichia phage vB_Eco_OMNI12, complete genome.	83.8	0.1
MW822011 Shigella phage TB004, complete genome.	83.8	0.1
MZ150757 Salmonella phage Lv5cm, complete genome.	83.8	0.1
MT682714 Escherichia phage vB_EcoM_Lutter, complete genome.	83.8	0.1
NC_054924 Escherichia phage vB_EcoM_Lutter, complete genome.	83.8	0.1
KX130861 Shigella phage SHFML-11, complete genome.	83.8	0.1
NC_030953 Shigella phage SHFML-11, complete genome.	83.8	0.1
NC_031047 Escherichia phage HY03, complete genome.	83.8	0.1
KR269718 Escherichia phage HY03, complete genome.	83.8	0.1
MK165657 Pseudomonas phage vB_PaeS_SCUT-S3, complete genome.	82.8	0.1
NC_069740 Pseudomonas phage KP1, complete sequence.	71.9	0.2
MK574078 Pseudomonas phage KP1, complete sequence.	71.9	0.2
AFYI01000003 Salmonella enterica subsp. enterica serovar Infantis str. SARB27 SEENIN0B_Contig0.3, whole genome shotgun sequence.	78.4	0.1
AGRM01000003 Salmonella enterica subsp. houtenae str. ATCC BAA-1581 SEHO0AFNL_Contig0.3, whole genome shotgun sequence.	78.4	0.1
ON189043 Xanthomonas phage Langgrundblatt2, complete genome.	69.5	0.3
MZ291552 Escherichia phage vB_EcoM-UFV09, complete genome.	83.6	0.1
NC_054918 Escherichia phage vB_EcoM_G4498, complete genome.	81.8	0.1
MK327939 Escherichia phage vB_EcoM_G4498, complete genome.	81.8	0.1
MF754114 Vibrio phage vB_VpaS_KF4, complete genome.	75.7	0.2
MF754113 Vibrio phage vB_VpaS_KF3, complete genome.	75.7	0.2
MN018232 Synechococcus phage S-B43, complete genome.	80.8	0.1
MW151244 Acinetobacter phage Ab_SZ3, complete genome.	78.6	0.1
OP557970 Escherichia phage ph0021, complete genome.	82.2	0.1
NC_015457 Shigella phage Shfl2, complete genome.	82.2	0.1
HM035025 Shigella phage Shfl2, complete genome.	82.2	0.1
NC_042077 Shigella phage Sf21, complete genome.	82.2	0.1
MF327007 Shigella phage Sf21, complete genome.	82.2	0.1
ON528739 UNVERIFIED: Shigella phage ESh29, complete genome.	82.2	0.1
OL870316 Escherichia phage UTI-E2, complete genome.	82.2	0.1
MZ726795 Escherichia phage vB_EcoM_ASO78A, complete genome.	82.2	0.1
OK274152 Escherichia phage APTC-EC-2A, complete genome.	82.2	0.1
MN508616 Escherichia phage ES19, complete genome.	82.2	0.1
MN508617 UNVERIFIED: Escherichia phage ES21, complete genome.	82.2	0.1
MZ501113 Escherichia phage WilhelmHis strain Bas35, complete genome.	82.2	0.1
MT515752 Yersinia phage PYps15T, complete genome.	82.2	0.1
MT526905 Yersinia phage PYps14T, complete genome.	82.2	0.1
OP870144 Escherichia phage vB_Eco_F25, complete genome.	82.2	0.1
MT515754 Yersinia phage PYps35T, complete genome.	82.2	0.1
MZ753803 Escherichia phage U115, complete genome.	82.2	0.1
NC_055724 Yersinia phage fPS-65 genome assembly, chromosome: I.	82.2	0.1
LR215724 Yersinia phage fPS-65 genome assembly, chromosome: I.	82.2	0.1
MG781191 Escherichia phage vB_EcoM-fHoEco02, complete genome.	82.2	0.1
OP172787 Escherichia phage ECO07P4, complete genome.	82.2	0.1
MG781190 Escherichia phage vB_EcoM-fFiEco06, complete genome.	82.2	0.1
NC_054914 Escherichia phage vB_EcoM-fFiEco06, complete genome.	82.2	0.1
LR597660 Escherichia phage T4_ev151 genome assembly, chromosome: 1.	82.2	0.1
OL656107 Salmonella phage UAB_60, complete genome.	82.2	0.1
MT682710 Escherichia phage vB_EcoM_FT, complete genome.	82.2	0.1
MN022785 Escherichia phage VEc20, complete genome.	82.2	0.1
OP172788 Escherichia phage ECO07P5, complete genome.	82.2	0.1
MT515756 Yersinia phage PYps55T, complete genome.	82.2	0.1
OL741432 Proteus phage Isf-Pm2, complete genome.	82.2	0.1
MZ501096 Escherichia phage Paracelsus strain Bas36, complete genome.	82.2	0.1
OP978391 Escherichia phage HP3.2, complete genome.	82.2	0.1
MZ501089 Escherichia phage KarlGJung strain Bas37, complete genome.	82.2	0.1
OM386666 Escherichia phage vB_EcoM_ESCO58, complete genome.	82.2	0.1
LC465543 Shigella phage SfPhi01 DNA, complete sequence.	82.2	0.1
MK327929 Escherichia phage D5505, complete genome.	82.2	0.1
NC_054928 Escherichia phage vB_vPM_PD112, complete genome.	82.2	0.1
MH837626 Escherichia phage vB_vPM_PD112, complete genome.	82.2	0.1
OK275722 Escherichia phage HP3.1, complete genome.	82.2	0.1
MK327940 Escherichia phage vB_EcoM_G29, complete genome.	82.2	0.1
MK327945 Escherichia phage vB_EcoM_G4500, complete genome.	82.2	0.1
MT682712 Escherichia phage vB_EcoM_F1, complete genome.	82.2	0.1
NC_054912 Escherichia phage vB_EcoM_F1, complete genome.	82.2	0.1
MZ170041 Escherichia phage vB_EcoM_FN, complete genome.	82.2	0.1
MF001360 Escherichia phage ECO4, partial genome.	82.2	0.1
NC_054911 Escherichia phage ECO4, partial genome.	82.2	0.1
NC_054943 Yersinia phage fPS-2 genome assembly, chromosome: I.	82.2	0.1
LR215722 Yersinia phage fPS-2 genome assembly, chromosome: I.	82.2	0.1
OL870317 Escherichia phage UTI-E4, complete genome.	82.2	0.1
LR877332 Shigella phage vB_SsoM_JK08 genome assembly, chromosome: 1.	82.2	0.1
MT828551 Yersinia phage PYPS2T, complete genome.	82.2	0.1
MT515751 Yersinia phage PYps11T, complete genome.	82.2	0.1
MT828553 Yersinia phage PYps10T, complete genome.	82.2	0.1
MH809535 Yersinia phage PYPS2T, complete genome.	82.2	0.1
NC_054944 Yersinia phage PYPS2T, complete genome.	82.2	0.1
NC_054915 Escherichia phage vB_EcoM_G8, complete genome.	82.2	0.1
MK373787 Escherichia phage vB_EcoM_G8, complete genome.	82.2	0.1
MF001354 Salmonella phage SG1, partial genome.	82.2	0.1
NC_054936 Salmonella phage SG1, partial genome.	82.2	0.1
MZ501098 Escherichia phage PaulHMueller strain Bas45, complete genome.	82.2	0.1
MZ170040 Escherichia phage vB_EcoM_FJ1, complete genome.	82.2	0.1
MT764206 Escherichia phage JEP6, complete genome.	82.2	0.1
NC_054937 Salmonella phage pSe_SNUABM_01, complete genome.	82.2	0.1
MN580668 Salmonella phage pSe_SNUABM_01, complete genome.	82.2	0.1
OP870145 Escherichia phage vB_Eco_F26, complete genome.	82.2	0.1
KR063281 Gordonia phage GMA2, complete genome.	79.7	0.1
KU873925 Pseudomonas phage pf16, complete genome.	85.7	0.1
NC_041881 Pseudomonas phage pf16, complete genome.	85.7	0.1
MF001359 Escherichia phage EC121, partial genome.	81.9	0.1
NC_054909 Escherichia phage EC121, partial genome.	81.9	0.1
MT992243 Acinetobacter phage DMU1, complete genome.	65.3	0.4
MK373779 Escherichia phage vB_EcoM_G9062, complete genome.	80.6	0.1
NC_054920 Escherichia phage vB_EcoM_G9062, complete genome.	80.6	0.1
NC_048796 Panteoa phage Kyle, complete genome.	71.9	0.2
MN038177 Panteoa phage Kyle, complete genome.	71.9	0.2
MW117966 Synechococcus phage S-H9-1, complete genome.	76.3	0.1
MG592590 Vibrio phage 1.223.O._10N.261.48.A9, partial genome.	73.5	0.1
JX131330 Pseudomonas phage MP1412, complete genome.	71.5	0.2
NC_018282 Pseudomonas phage MP1412, complete genome.	71.5	0.2
MZ089734 Pseudomonas phage PSA20, partial genome.	71.5	0.2
